,nb_children,nb_adults,type,size
2697,0,3,roomates_household,3
2698,0,4,roomates_household,4
2699,0,4,roomates_household,4
2700,0,2,roomates_household,2
2701,0,3,roomates_household,3
2702,0,3,roomates_household,3
2703,0,4,roomates_household,4
2704,0,2,roomates_household,2
2705,0,6,roomates_household,6
2706,0,6,roomates_household,6
2707,0,3,roomates_household,3
2708,0,4,roomates_household,4
2709,0,3,roomates_household,3
2710,0,3,roomates_household,3
2711,0,4,roomates_household,4
2712,0,4,roomates_household,4
2713,0,2,roomates_household,2
2714,0,4,roomates_household,4
2715,0,2,roomates_household,2
2716,0,3,roomates_household,3
2717,0,4,roomates_household,4
2718,0,3,roomates_household,3
2719,0,3,roomates_household,3
2720,0,3,roomates_household,3
2721,0,4,roomates_household,4
2722,0,3,roomates_household,3
2723,0,5,roomates_household,5
2724,0,3,roomates_household,3
2725,0,3,roomates_household,3
2726,0,3,roomates_household,3
2727,0,3,roomates_household,3
2728,0,4,roomates_household,4
2729,0,3,roomates_household,3
2730,0,4,roomates_household,4
2731,0,2,roomates_household,2
2732,0,3,roomates_household,3
2733,0,2,roomates_household,2
2734,0,6,roomates_household,6
2735,0,2,roomates_household,2
2736,0,5,roomates_household,5
2737,0,1,leaving_alone,1
2738,0,1,leaving_alone,1
2739,0,1,leaving_alone,1
2740,0,1,leaving_alone,1
2741,0,1,leaving_alone,1
2742,0,1,leaving_alone,1
2743,0,1,leaving_alone,1
2744,0,1,leaving_alone,1
2745,0,1,leaving_alone,1
2746,0,1,leaving_alone,1
2747,0,1,leaving_alone,1
2748,0,1,leaving_alone,1
2749,0,1,leaving_alone,1
2750,0,1,leaving_alone,1
2751,0,1,leaving_alone,1
2752,0,1,leaving_alone,1
2753,0,1,leaving_alone,1
2754,0,1,leaving_alone,1
2755,0,1,leaving_alone,1
2756,0,1,leaving_alone,1
2757,0,1,leaving_alone,1
2758,0,1,leaving_alone,1
2759,0,1,leaving_alone,1
2760,0,1,leaving_alone,1
2761,0,1,leaving_alone,1
2762,0,1,leaving_alone,1
2763,0,1,leaving_alone,1
2764,0,1,leaving_alone,1
2765,0,1,leaving_alone,1
2766,0,1,leaving_alone,1
2767,0,1,leaving_alone,1
2768,0,1,leaving_alone,1
2769,0,1,leaving_alone,1
2770,0,1,leaving_alone,1
2771,0,1,leaving_alone,1
2772,0,1,leaving_alone,1
2773,0,1,leaving_alone,1
2774,0,1,leaving_alone,1
2775,0,1,leaving_alone,1
2776,0,1,leaving_alone,1
2777,0,1,leaving_alone,1
2778,0,1,leaving_alone,1
2779,0,1,leaving_alone,1
2780,0,1,leaving_alone,1
2781,0,1,leaving_alone,1
2782,0,1,leaving_alone,1
2783,0,1,leaving_alone,1
2784,0,1,leaving_alone,1
2785,0,1,leaving_alone,1
2786,0,1,leaving_alone,1
2787,0,1,leaving_alone,1
2788,0,1,leaving_alone,1
2789,0,1,leaving_alone,1
2790,0,1,leaving_alone,1
2791,0,1,leaving_alone,1
2792,0,1,leaving_alone,1
2793,0,1,leaving_alone,1
2794,0,1,leaving_alone,1
2795,0,1,leaving_alone,1
2796,0,1,leaving_alone,1
2797,0,1,leaving_alone,1
2798,0,1,leaving_alone,1
2799,0,1,leaving_alone,1
2800,0,1,leaving_alone,1
2801,0,1,leaving_alone,1
2802,0,1,leaving_alone,1
2803,0,1,leaving_alone,1
2804,0,1,leaving_alone,1
2805,0,1,leaving_alone,1
2806,0,1,leaving_alone,1
2807,0,1,leaving_alone,1
2808,0,1,leaving_alone,1
2809,0,1,leaving_alone,1
2810,0,1,leaving_alone,1
2811,0,1,leaving_alone,1
2812,0,1,leaving_alone,1
2813,0,1,leaving_alone,1
2814,0,1,leaving_alone,1
2815,0,1,leaving_alone,1
2816,0,1,leaving_alone,1
2817,0,1,leaving_alone,1
2818,0,1,leaving_alone,1
2819,0,1,leaving_alone,1
2820,0,1,leaving_alone,1
2821,0,1,leaving_alone,1
2822,0,1,leaving_alone,1
2823,0,1,leaving_alone,1
2824,0,1,leaving_alone,1
2825,0,1,leaving_alone,1
2826,0,1,leaving_alone,1
2827,0,1,leaving_alone,1
2828,0,1,leaving_alone,1
2829,0,1,leaving_alone,1
2830,0,1,leaving_alone,1
2831,0,1,leaving_alone,1
2832,0,1,leaving_alone,1
2833,0,1,leaving_alone,1
2834,0,1,leaving_alone,1
2835,0,1,leaving_alone,1
2836,0,1,leaving_alone,1
2837,0,1,leaving_alone,1
2838,0,1,leaving_alone,1
2839,0,1,leaving_alone,1
2840,0,1,leaving_alone,1
2841,0,1,leaving_alone,1
2842,0,1,leaving_alone,1
2843,0,1,leaving_alone,1
2844,0,1,leaving_alone,1
2845,0,1,leaving_alone,1
2846,0,1,leaving_alone,1
2847,0,1,leaving_alone,1
2848,0,1,leaving_alone,1
2849,0,1,leaving_alone,1
2850,0,1,leaving_alone,1
2851,0,1,leaving_alone,1
2852,0,1,leaving_alone,1
2853,0,1,leaving_alone,1
2854,0,1,leaving_alone,1
2855,0,1,leaving_alone,1
2856,0,1,leaving_alone,1
2857,0,1,leaving_alone,1
2858,0,1,leaving_alone,1
2859,0,1,leaving_alone,1
2860,0,1,leaving_alone,1
2861,0,1,leaving_alone,1
2862,0,1,leaving_alone,1
2863,0,1,leaving_alone,1
2864,0,1,leaving_alone,1
2865,0,1,leaving_alone,1
2866,0,1,leaving_alone,1
2867,0,1,leaving_alone,1
2868,0,1,leaving_alone,1
2869,0,1,leaving_alone,1
2870,0,1,leaving_alone,1
2871,0,1,leaving_alone,1
2872,0,1,leaving_alone,1
2873,0,1,leaving_alone,1
2874,0,1,leaving_alone,1
2875,0,1,leaving_alone,1
2876,0,1,leaving_alone,1
2877,0,1,leaving_alone,1
2878,0,1,leaving_alone,1
2879,0,1,leaving_alone,1
2880,0,1,leaving_alone,1
2881,0,1,leaving_alone,1
2882,0,1,leaving_alone,1
2883,0,1,leaving_alone,1
2884,0,1,leaving_alone,1
2885,0,1,leaving_alone,1
2886,0,1,leaving_alone,1
2887,0,1,leaving_alone,1
2888,0,1,leaving_alone,1
2889,0,1,leaving_alone,1
2890,0,1,leaving_alone,1
2891,0,1,leaving_alone,1
2892,0,1,leaving_alone,1
2893,0,1,leaving_alone,1
2894,0,1,leaving_alone,1
2895,0,1,leaving_alone,1
2896,0,1,leaving_alone,1
2897,0,1,leaving_alone,1
2898,0,1,leaving_alone,1
2899,0,1,leaving_alone,1
2900,0,1,leaving_alone,1
2901,0,1,leaving_alone,1
2902,0,1,leaving_alone,1
2903,0,1,leaving_alone,1
2904,0,1,leaving_alone,1
2905,0,1,leaving_alone,1
2906,0,1,leaving_alone,1
2907,0,1,leaving_alone,1
2908,0,1,leaving_alone,1
2909,0,1,leaving_alone,1
2910,0,1,leaving_alone,1
2911,0,1,leaving_alone,1
2912,0,1,leaving_alone,1
2913,0,1,leaving_alone,1
2914,0,1,leaving_alone,1
2915,0,1,leaving_alone,1
2916,0,1,leaving_alone,1
2917,0,1,leaving_alone,1
2918,0,1,leaving_alone,1
2919,0,1,leaving_alone,1
2920,0,1,leaving_alone,1
2921,0,1,leaving_alone,1
2922,0,1,leaving_alone,1
2923,0,1,leaving_alone,1
2924,0,1,leaving_alone,1
2925,0,1,leaving_alone,1
2926,0,1,leaving_alone,1
2927,0,1,leaving_alone,1
2928,0,1,leaving_alone,1
2929,0,1,leaving_alone,1
2930,0,1,leaving_alone,1
2931,0,1,leaving_alone,1
2932,0,1,leaving_alone,1
2933,0,1,leaving_alone,1
2934,0,1,leaving_alone,1
2935,0,1,leaving_alone,1
2936,0,1,leaving_alone,1
2937,0,1,leaving_alone,1
2938,0,1,leaving_alone,1
2939,0,1,leaving_alone,1
2940,0,1,leaving_alone,1
2941,0,1,leaving_alone,1
2942,0,1,leaving_alone,1
2943,0,1,leaving_alone,1
2944,0,1,leaving_alone,1
2945,0,1,leaving_alone,1
2946,0,1,leaving_alone,1
2947,0,1,leaving_alone,1
2948,0,1,leaving_alone,1
2949,0,1,leaving_alone,1
2950,0,1,leaving_alone,1
2951,0,1,leaving_alone,1
2952,0,1,leaving_alone,1
2953,0,1,leaving_alone,1
2954,0,1,leaving_alone,1
2955,0,1,leaving_alone,1
2956,0,1,leaving_alone,1
2957,0,1,leaving_alone,1
2958,0,1,leaving_alone,1
2959,0,1,leaving_alone,1
2960,0,1,leaving_alone,1
2961,0,1,leaving_alone,1
2962,0,1,leaving_alone,1
2963,0,1,leaving_alone,1
2964,0,1,leaving_alone,1
2965,0,1,leaving_alone,1
2966,0,1,leaving_alone,1
2967,0,1,leaving_alone,1
2968,0,1,leaving_alone,1
2969,0,1,leaving_alone,1
2970,0,1,leaving_alone,1
2971,0,1,leaving_alone,1
2972,0,1,leaving_alone,1
2973,0,1,leaving_alone,1
2974,0,1,leaving_alone,1
2975,0,1,leaving_alone,1
2976,0,1,leaving_alone,1
2977,0,1,leaving_alone,1
2978,0,1,leaving_alone,1
2979,0,1,leaving_alone,1
2980,0,1,leaving_alone,1
2981,0,1,leaving_alone,1
2982,0,1,leaving_alone,1
2983,0,1,leaving_alone,1
2984,0,1,leaving_alone,1
2985,0,1,leaving_alone,1
2986,0,1,leaving_alone,1
2987,0,1,leaving_alone,1
2988,0,1,leaving_alone,1
2989,0,1,leaving_alone,1
2990,0,1,leaving_alone,1
2991,0,1,leaving_alone,1
2992,0,1,leaving_alone,1
2993,0,1,leaving_alone,1
2994,0,1,leaving_alone,1
2995,0,1,leaving_alone,1
2996,0,1,leaving_alone,1
2997,0,1,leaving_alone,1
2998,0,1,leaving_alone,1
2999,0,1,leaving_alone,1
3000,0,1,leaving_alone,1
3001,0,1,leaving_alone,1
3002,0,1,leaving_alone,1
3003,0,1,leaving_alone,1
3004,0,1,leaving_alone,1
3005,0,1,leaving_alone,1
3006,0,1,leaving_alone,1
3007,0,1,leaving_alone,1
3008,0,1,leaving_alone,1
3009,0,1,leaving_alone,1
3010,0,1,leaving_alone,1
3011,0,1,leaving_alone,1
3012,0,1,leaving_alone,1
3013,0,1,leaving_alone,1
3014,0,1,leaving_alone,1
3015,0,1,leaving_alone,1
3016,0,1,leaving_alone,1
3017,0,1,leaving_alone,1
3018,0,1,leaving_alone,1
3019,0,1,leaving_alone,1
3020,0,1,leaving_alone,1
3021,0,1,leaving_alone,1
3022,0,1,leaving_alone,1
3023,0,1,leaving_alone,1
3024,0,1,leaving_alone,1
3025,0,1,leaving_alone,1
3026,0,1,leaving_alone,1
3027,0,1,leaving_alone,1
3028,0,1,leaving_alone,1
3029,0,1,leaving_alone,1
3030,0,1,leaving_alone,1
3031,0,1,leaving_alone,1
3032,0,1,leaving_alone,1
3033,0,1,leaving_alone,1
3034,0,1,leaving_alone,1
3035,0,1,leaving_alone,1
3036,0,1,leaving_alone,1
3037,0,1,leaving_alone,1
3038,0,1,leaving_alone,1
3039,0,1,leaving_alone,1
3040,0,1,leaving_alone,1
3041,0,1,leaving_alone,1
3042,0,1,leaving_alone,1
3043,0,1,leaving_alone,1
3044,0,1,leaving_alone,1
3045,0,1,leaving_alone,1
3046,0,1,leaving_alone,1
3047,0,1,leaving_alone,1
3048,0,1,leaving_alone,1
3049,0,1,leaving_alone,1
3050,0,1,leaving_alone,1
3051,0,1,leaving_alone,1
3052,0,1,leaving_alone,1
3053,0,1,leaving_alone,1
3054,0,1,leaving_alone,1
3055,0,1,leaving_alone,1
3056,0,1,leaving_alone,1
3057,0,1,leaving_alone,1
3058,0,1,leaving_alone,1
3059,0,1,leaving_alone,1
3060,0,1,leaving_alone,1
3061,0,1,leaving_alone,1
3062,0,1,leaving_alone,1
3063,0,1,leaving_alone,1
3064,0,1,leaving_alone,1
3065,0,1,leaving_alone,1
3066,0,1,leaving_alone,1
3067,0,1,leaving_alone,1
3068,0,1,leaving_alone,1
3069,0,1,leaving_alone,1
3070,0,1,leaving_alone,1
3071,0,1,leaving_alone,1
3072,0,1,leaving_alone,1
3073,0,1,leaving_alone,1
3074,0,1,leaving_alone,1
3075,0,1,leaving_alone,1
3076,0,1,leaving_alone,1
3077,0,1,leaving_alone,1
3078,0,1,leaving_alone,1
3079,0,1,leaving_alone,1
3080,0,1,leaving_alone,1
3081,0,1,leaving_alone,1
3082,0,1,leaving_alone,1
3083,0,1,leaving_alone,1
3084,0,1,leaving_alone,1
3085,0,1,leaving_alone,1
3086,0,1,leaving_alone,1
3087,0,1,leaving_alone,1
3088,0,1,leaving_alone,1
3089,0,1,leaving_alone,1
3090,0,1,leaving_alone,1
3091,0,1,leaving_alone,1
3092,0,1,leaving_alone,1
3093,0,1,leaving_alone,1
3094,0,1,leaving_alone,1
3095,0,1,leaving_alone,1
3096,0,1,leaving_alone,1
3097,0,1,leaving_alone,1
3098,0,1,leaving_alone,1
3099,0,1,leaving_alone,1
3100,0,1,leaving_alone,1
3101,0,1,leaving_alone,1
3102,0,1,leaving_alone,1
3103,0,1,leaving_alone,1
3104,0,1,leaving_alone,1
3105,0,1,leaving_alone,1
3106,0,1,leaving_alone,1
3107,0,1,leaving_alone,1
3108,0,1,leaving_alone,1
3109,0,1,leaving_alone,1
3110,0,1,leaving_alone,1
3111,0,1,leaving_alone,1
3112,0,1,leaving_alone,1
3113,0,1,leaving_alone,1
3114,0,1,leaving_alone,1
3115,0,1,leaving_alone,1
3116,0,1,leaving_alone,1
3117,0,1,leaving_alone,1
3118,0,1,leaving_alone,1
3119,0,1,leaving_alone,1
3120,0,1,leaving_alone,1
3121,0,1,leaving_alone,1
3122,0,1,leaving_alone,1
3123,0,1,leaving_alone,1
3124,0,1,leaving_alone,1
3125,0,1,leaving_alone,1
3126,0,1,leaving_alone,1
3127,0,1,leaving_alone,1
3128,0,1,leaving_alone,1
3129,0,1,leaving_alone,1
3130,0,1,leaving_alone,1
3131,0,1,leaving_alone,1
3132,0,1,leaving_alone,1
3133,0,1,leaving_alone,1
3134,0,1,leaving_alone,1
3135,0,1,leaving_alone,1
3136,0,1,leaving_alone,1
3137,0,1,leaving_alone,1
3138,0,1,leaving_alone,1
3139,0,1,leaving_alone,1
3140,0,1,leaving_alone,1
3141,0,1,leaving_alone,1
3142,0,1,leaving_alone,1
3143,0,1,leaving_alone,1
3144,0,1,leaving_alone,1
3145,0,1,leaving_alone,1
3146,0,1,leaving_alone,1
3147,0,1,leaving_alone,1
3148,0,1,leaving_alone,1
3149,0,1,leaving_alone,1
3150,0,1,leaving_alone,1
3151,0,1,leaving_alone,1
3152,0,1,leaving_alone,1
3153,0,1,leaving_alone,1
3154,0,1,leaving_alone,1
3155,0,1,leaving_alone,1
3156,0,1,leaving_alone,1
3157,0,1,leaving_alone,1
3158,0,1,leaving_alone,1
3159,0,1,leaving_alone,1
3160,0,1,leaving_alone,1
3161,0,1,leaving_alone,1
3162,0,1,leaving_alone,1
3163,0,1,leaving_alone,1
3164,0,1,leaving_alone,1
3165,0,1,leaving_alone,1
3166,0,1,leaving_alone,1
3167,0,1,leaving_alone,1
3168,0,1,leaving_alone,1
3169,0,1,leaving_alone,1
3170,0,1,leaving_alone,1
3171,0,1,leaving_alone,1
3172,0,1,leaving_alone,1
3173,0,1,leaving_alone,1
3174,0,1,leaving_alone,1
3175,0,1,leaving_alone,1
3176,0,1,leaving_alone,1
3177,0,1,leaving_alone,1
3178,0,1,leaving_alone,1
3179,0,1,leaving_alone,1
3180,0,1,leaving_alone,1
3181,0,1,leaving_alone,1
3182,0,1,leaving_alone,1
3183,0,1,leaving_alone,1
3184,0,1,leaving_alone,1
3185,0,1,leaving_alone,1
3186,0,1,leaving_alone,1
3187,0,1,leaving_alone,1
3188,0,1,leaving_alone,1
3189,0,1,leaving_alone,1
3190,0,1,leaving_alone,1
3191,0,1,leaving_alone,1
3192,0,1,leaving_alone,1
3193,0,1,leaving_alone,1
3194,0,1,leaving_alone,1
3195,0,1,leaving_alone,1
3196,0,1,leaving_alone,1
3197,0,1,leaving_alone,1
3198,0,1,leaving_alone,1
3199,0,1,leaving_alone,1
3200,0,1,leaving_alone,1
3201,0,1,leaving_alone,1
3202,0,1,leaving_alone,1
3203,0,1,leaving_alone,1
3204,0,1,leaving_alone,1
3205,0,1,leaving_alone,1
3206,0,1,leaving_alone,1
3207,0,1,leaving_alone,1
3208,0,1,leaving_alone,1
3209,0,1,leaving_alone,1
3210,0,1,leaving_alone,1
3211,0,1,leaving_alone,1
3212,0,1,leaving_alone,1
3213,0,1,leaving_alone,1
3214,0,1,leaving_alone,1
3215,0,1,leaving_alone,1
3216,0,1,leaving_alone,1
3217,0,1,leaving_alone,1
3218,0,1,leaving_alone,1
3219,0,1,leaving_alone,1
3220,0,1,leaving_alone,1
3221,0,1,leaving_alone,1
3222,0,1,leaving_alone,1
3223,0,1,leaving_alone,1
3224,0,1,leaving_alone,1
3225,0,1,leaving_alone,1
3226,0,1,leaving_alone,1
3227,0,1,leaving_alone,1
3228,0,1,leaving_alone,1
3229,0,1,leaving_alone,1
3230,0,1,leaving_alone,1
3231,0,1,leaving_alone,1
3232,0,1,leaving_alone,1
3233,0,1,leaving_alone,1
3234,0,1,leaving_alone,1
3235,0,1,leaving_alone,1
3236,0,1,leaving_alone,1
3237,0,1,leaving_alone,1
3238,0,1,leaving_alone,1
3239,0,1,leaving_alone,1
3240,0,1,leaving_alone,1
3241,0,1,leaving_alone,1
3242,0,1,leaving_alone,1
3243,0,1,leaving_alone,1
3244,0,1,leaving_alone,1
3245,0,1,leaving_alone,1
3246,0,1,leaving_alone,1
3247,0,1,leaving_alone,1
3248,0,1,leaving_alone,1
3249,0,1,leaving_alone,1
3250,0,1,leaving_alone,1
3251,0,1,leaving_alone,1
3252,0,1,leaving_alone,1
3253,0,1,leaving_alone,1
3254,0,1,leaving_alone,1
3255,0,1,leaving_alone,1
3256,0,1,leaving_alone,1
3257,0,1,leaving_alone,1
3258,0,1,leaving_alone,1
3259,0,1,leaving_alone,1
3260,0,1,leaving_alone,1
3261,0,1,leaving_alone,1
3262,0,1,leaving_alone,1
3263,0,1,leaving_alone,1
3264,0,1,leaving_alone,1
3265,0,1,leaving_alone,1
3266,0,1,leaving_alone,1
3267,0,1,leaving_alone,1
3268,0,1,leaving_alone,1
3269,0,1,leaving_alone,1
3270,0,1,leaving_alone,1
3271,0,1,leaving_alone,1
3272,0,1,leaving_alone,1
3273,0,1,leaving_alone,1
3274,0,1,leaving_alone,1
3275,0,1,leaving_alone,1
3276,0,1,leaving_alone,1
3277,0,1,leaving_alone,1
3278,0,1,leaving_alone,1
3279,0,1,leaving_alone,1
3280,0,1,leaving_alone,1
3281,0,1,leaving_alone,1
3282,0,1,leaving_alone,1
3283,0,1,leaving_alone,1
3284,0,1,leaving_alone,1
3285,0,1,leaving_alone,1
3286,0,1,leaving_alone,1
3287,0,1,leaving_alone,1
3288,0,1,leaving_alone,1
3289,0,1,leaving_alone,1
3290,0,1,leaving_alone,1
3291,0,1,leaving_alone,1
3292,0,1,leaving_alone,1
3293,0,1,leaving_alone,1
3294,0,1,leaving_alone,1
3295,0,1,leaving_alone,1
3296,0,1,leaving_alone,1
3297,0,1,leaving_alone,1
3298,0,1,leaving_alone,1
3299,0,1,leaving_alone,1
3300,0,1,leaving_alone,1
3301,0,1,leaving_alone,1
3302,0,1,leaving_alone,1
3303,0,1,leaving_alone,1
3304,0,1,leaving_alone,1
3305,0,1,leaving_alone,1
3306,0,1,leaving_alone,1
3307,0,1,leaving_alone,1
3308,0,1,leaving_alone,1
3309,0,1,leaving_alone,1
3310,0,1,leaving_alone,1
3311,0,1,leaving_alone,1
3312,0,1,leaving_alone,1
3313,0,1,leaving_alone,1
3314,0,1,leaving_alone,1
3315,0,1,leaving_alone,1
3316,0,1,leaving_alone,1
3317,0,1,leaving_alone,1
3318,0,1,leaving_alone,1
3319,0,1,leaving_alone,1
3320,0,1,leaving_alone,1
3321,0,1,leaving_alone,1
3322,0,1,leaving_alone,1
3323,0,1,leaving_alone,1
3324,0,1,leaving_alone,1
3325,0,1,leaving_alone,1
3326,0,1,leaving_alone,1
3327,0,1,leaving_alone,1
3328,0,1,leaving_alone,1
3329,0,1,leaving_alone,1
3330,0,1,leaving_alone,1
3331,0,1,leaving_alone,1
3332,0,1,leaving_alone,1
3333,0,1,leaving_alone,1
3334,0,1,leaving_alone,1
3335,0,1,leaving_alone,1
3336,0,1,leaving_alone,1
3337,0,1,leaving_alone,1
3338,0,1,leaving_alone,1
3339,0,1,leaving_alone,1
3340,0,1,leaving_alone,1
3341,0,1,leaving_alone,1
3342,0,1,leaving_alone,1
3343,0,1,leaving_alone,1
3344,0,1,leaving_alone,1
3345,0,1,leaving_alone,1
3346,0,1,leaving_alone,1
3347,0,1,leaving_alone,1
3348,0,1,leaving_alone,1
3349,0,1,leaving_alone,1
3350,0,1,leaving_alone,1
3351,0,1,leaving_alone,1
3352,0,1,leaving_alone,1
3353,0,1,leaving_alone,1
3354,0,1,leaving_alone,1
3355,0,1,leaving_alone,1
3356,0,1,leaving_alone,1
3357,0,1,leaving_alone,1
3358,0,1,leaving_alone,1
3359,0,1,leaving_alone,1
3360,0,1,leaving_alone,1
3361,0,1,leaving_alone,1
3362,0,1,leaving_alone,1
3363,0,1,leaving_alone,1
3364,0,1,leaving_alone,1
3365,0,1,leaving_alone,1
3366,0,1,leaving_alone,1
3367,0,1,leaving_alone,1
3368,0,1,leaving_alone,1
3369,0,1,leaving_alone,1
3370,0,1,leaving_alone,1
3371,0,1,leaving_alone,1
3372,0,1,leaving_alone,1
3373,0,1,leaving_alone,1
3374,0,1,leaving_alone,1
3375,0,1,leaving_alone,1
3376,0,1,leaving_alone,1
3377,0,1,leaving_alone,1
3378,0,1,leaving_alone,1
3379,0,1,leaving_alone,1
3380,0,1,leaving_alone,1
3381,0,1,leaving_alone,1
3382,0,1,leaving_alone,1
3383,0,1,leaving_alone,1
3384,0,1,leaving_alone,1
3385,0,1,leaving_alone,1
3386,0,1,leaving_alone,1
3387,0,1,leaving_alone,1
3388,0,1,leaving_alone,1
3389,0,1,leaving_alone,1
3390,0,1,leaving_alone,1
3391,0,1,leaving_alone,1
3392,0,1,leaving_alone,1
3393,0,1,leaving_alone,1
3394,0,1,leaving_alone,1
3395,0,1,leaving_alone,1
3396,0,1,leaving_alone,1
3397,0,1,leaving_alone,1
3398,0,1,leaving_alone,1
3399,0,1,leaving_alone,1
3400,0,1,leaving_alone,1
3401,0,1,leaving_alone,1
3402,0,1,leaving_alone,1
3403,0,1,leaving_alone,1
3404,0,1,leaving_alone,1
3405,0,1,leaving_alone,1
3406,0,1,leaving_alone,1
3407,0,1,leaving_alone,1
3408,0,1,leaving_alone,1
3409,0,1,leaving_alone,1
3410,0,1,leaving_alone,1
3411,0,1,leaving_alone,1
3412,0,1,leaving_alone,1
3413,0,1,leaving_alone,1
3414,0,1,leaving_alone,1
3415,0,1,leaving_alone,1
3416,0,1,leaving_alone,1
3417,0,1,leaving_alone,1
3418,0,1,leaving_alone,1
3419,0,1,leaving_alone,1
3420,0,1,leaving_alone,1
3421,0,1,leaving_alone,1
3422,0,1,leaving_alone,1
3423,0,1,leaving_alone,1
3424,0,1,leaving_alone,1
3425,0,1,leaving_alone,1
3426,0,1,leaving_alone,1
3427,0,1,leaving_alone,1
3428,0,1,leaving_alone,1
3429,0,1,leaving_alone,1
3430,0,1,leaving_alone,1
3431,0,1,leaving_alone,1
3432,0,1,leaving_alone,1
3433,0,1,leaving_alone,1
3434,0,1,leaving_alone,1
3435,0,1,leaving_alone,1
3436,0,1,leaving_alone,1
3437,0,1,leaving_alone,1
3438,0,1,leaving_alone,1
3439,0,1,leaving_alone,1
3440,0,1,leaving_alone,1
3441,0,1,leaving_alone,1
3442,0,1,leaving_alone,1
3443,0,1,leaving_alone,1
3444,0,1,leaving_alone,1
3445,0,1,leaving_alone,1
3446,0,1,leaving_alone,1
3447,0,1,leaving_alone,1
3448,0,1,leaving_alone,1
3449,0,1,leaving_alone,1
3450,0,1,leaving_alone,1
3451,0,1,leaving_alone,1
3452,0,1,leaving_alone,1
3453,0,1,leaving_alone,1
3454,0,1,leaving_alone,1
3455,0,1,leaving_alone,1
3456,0,1,leaving_alone,1
3457,0,1,leaving_alone,1
3458,0,1,leaving_alone,1
3459,0,1,leaving_alone,1
3460,0,1,leaving_alone,1
3461,0,1,leaving_alone,1
3462,0,1,leaving_alone,1
3463,0,1,leaving_alone,1
3464,0,1,leaving_alone,1
3465,0,1,leaving_alone,1
3466,0,1,leaving_alone,1
3467,0,1,leaving_alone,1
3468,0,1,leaving_alone,1
3469,0,1,leaving_alone,1
3470,0,1,leaving_alone,1
3471,0,1,leaving_alone,1
3472,0,1,leaving_alone,1
3473,0,1,leaving_alone,1
3474,0,1,leaving_alone,1
3475,0,1,leaving_alone,1
3476,0,1,leaving_alone,1
3477,0,1,leaving_alone,1
3478,0,1,leaving_alone,1
3479,0,1,leaving_alone,1
3480,0,1,leaving_alone,1
3481,0,1,leaving_alone,1
3482,0,1,leaving_alone,1
3483,0,1,leaving_alone,1
3484,0,1,leaving_alone,1
3485,0,1,leaving_alone,1
3486,0,1,leaving_alone,1
3487,0,1,leaving_alone,1
3488,0,1,leaving_alone,1
3489,0,1,leaving_alone,1
3490,0,1,leaving_alone,1
3491,0,1,leaving_alone,1
3492,0,1,leaving_alone,1
3493,0,1,leaving_alone,1
3494,0,1,leaving_alone,1
3495,0,1,leaving_alone,1
3496,0,1,leaving_alone,1
3497,0,1,leaving_alone,1
3498,0,1,leaving_alone,1
3499,0,1,leaving_alone,1
3500,0,1,leaving_alone,1
3501,0,1,leaving_alone,1
3502,0,1,leaving_alone,1
3503,0,1,leaving_alone,1
3504,0,1,leaving_alone,1
3505,0,1,leaving_alone,1
3506,0,1,leaving_alone,1
3507,0,1,leaving_alone,1
3508,0,1,leaving_alone,1
3509,0,1,leaving_alone,1
3510,0,1,leaving_alone,1
3511,0,1,leaving_alone,1
3512,0,1,leaving_alone,1
3513,0,1,leaving_alone,1
3514,0,1,leaving_alone,1
3515,0,1,leaving_alone,1
3516,0,1,leaving_alone,1
3517,0,1,leaving_alone,1
3518,0,1,leaving_alone,1
3519,0,1,leaving_alone,1
3520,0,1,leaving_alone,1
3521,0,1,leaving_alone,1
3522,0,1,leaving_alone,1
3523,0,1,leaving_alone,1
3524,0,1,leaving_alone,1
3525,0,1,leaving_alone,1
3526,0,1,leaving_alone,1
3527,0,1,leaving_alone,1
3528,0,1,leaving_alone,1
3529,0,1,leaving_alone,1
3530,0,1,leaving_alone,1
3531,0,1,leaving_alone,1
3532,0,1,leaving_alone,1
3533,0,1,leaving_alone,1
3534,0,1,leaving_alone,1
3535,0,1,leaving_alone,1
3536,0,1,leaving_alone,1
3537,0,1,leaving_alone,1
3538,0,1,leaving_alone,1
3539,0,1,leaving_alone,1
3540,0,1,leaving_alone,1
3541,0,1,leaving_alone,1
3542,0,1,leaving_alone,1
3543,0,1,leaving_alone,1
3544,0,1,leaving_alone,1
3545,0,1,leaving_alone,1
3546,0,1,leaving_alone,1
3547,0,1,leaving_alone,1
3548,0,1,leaving_alone,1
3549,0,1,leaving_alone,1
3550,0,1,leaving_alone,1
3551,0,1,leaving_alone,1
3552,0,1,leaving_alone,1
3553,0,1,leaving_alone,1
3554,0,1,leaving_alone,1
3555,0,1,leaving_alone,1
3556,0,1,leaving_alone,1
3557,0,1,leaving_alone,1
3558,0,1,leaving_alone,1
3559,0,1,leaving_alone,1
3560,0,1,leaving_alone,1
3561,0,1,leaving_alone,1
3562,0,1,leaving_alone,1
3563,0,1,leaving_alone,1
3564,0,1,leaving_alone,1
3565,0,1,leaving_alone,1
3566,0,1,leaving_alone,1
3567,0,1,leaving_alone,1
3568,0,1,leaving_alone,1
3569,0,1,leaving_alone,1
3570,0,1,leaving_alone,1
3571,0,1,leaving_alone,1
3572,0,1,leaving_alone,1
